cpu,ram,disk_read,disk_write,net_sent,net_recv
47.3,62.9,28602561536,14537988096,27967795,605134487
40.9,63.0,28603520000,14552504320,27975381,605328461
56.0,63.6,28603614208,14558869504,27982772,605531392
22.3,63.1,28611455488,14583969792,28009911,605671657
11.8,63.0,28613518848,14588913664,28018928,605776159
12.5,63.0,28613518848,14596253696,28025802,605888770
11.6,62.9,28613518848,14599403520,28032282,606025983
9.1,62.3,28613527040,14605953024,28038072,606142491
23.5,62.4,28613527040,14609254400,28045317,606285092
13.7,62.2,28613527040,14615545856,28061462,606396886
13.6,62.3,28613527040,14617643008,28068423,606521157
10.9,62.2,28613527040,14621841408,28082807,606650131
7.5,62.3,28613592576,14624073728,28089609,606783294
16.9,62.4,28613674496,14628632576,28096060,606895607
13.3,62.3,28613887488,14639138816,28111969,606955119
12.8,62.3,28613957120,14643476480,28121319,607043882
12.4,62.4,28613957120,14645581824,28127997,607158971
8.2,62.3,28613957120,14665701376,28135153,607258709
10.0,62.3,28613957120,14666061824,28150567,607370232
9.1,62.2,28613957120,14666164224,28157719,607481661
30.8,62.2,28613965312,14666303488,28174000,607580468
15.8,62.3,28613965312,14666369024,28179438,607667098
14.7,62.2,28613965312,14666442752,28184897,607744849
13.1,62.2,28613981696,14666754048,28191934,607856643
29.0,61.6,28613981696,14666795008,28199350,608006689
16.7,61.6,28613981696,14666962944,28207538,608155323
9.3,61.6,28613981696,14667098112,28223570,608304440
10.6,61.6,28613981696,14667503616,28231045,608459654
13.1,61.4,28613981696,14667634688,28238446,608622533
12.5,61.4,28613981696,14667786240,28255226,608792044
12.7,61.4,28613981696,14667810816,28262247,608945933
9.7,61.4,28613981696,14667819008,28277091,609062374
9.0,61.4,28613981696,14668040192,28283519,609187785
10.5,61.5,28613981696,14668191744,28290547,609344204
25.8,61.5,28613981696,14668195840,28306458,609494645
12.1,61.4,28613981696,14668404736,28314744,609662800
12.3,61.5,28613981696,14668453888,28330995,609831550
21.4,61.0,28613981696,14668457984,28340616,609864165
9.3,61.0,28613981696,14669727744,28347424,610021949
11.4,60.8,28613981696,14669850624,28356250,610023378
12.0,60.8,28613981696,14669879296,28356441,610023506
9.7,60.8,28613981696,14669928448,28367677,610067940
11.5,60.8,28613981696,14670247936,28375734,610238572
11.6,60.8,28613981696,14670395392,28391278,610380709
11.8,60.8,28613981696,14670481408,28398307,610513872
10.8,60.9,28613981696,14670489600,28405745,610663951
13.4,61.2,28613981696,14670579712,28424396,610731534
12.2,61.1,28613998080,14670649344,28440348,610902801
13.9,61.0,28613998080,14670764032,28451041,610944246
11.1,61.0,28613998080,14670764032,28467095,611091870
11.4,61.0,28614014464,14671861760,28472903,611183254
23.6,61.5,28614100480,14671980544,28473073,611183636
21.5,62.0,28614231552,14672041984,28485078,611234745
21.3,61.9,28614264320,14672173056,28490473,611246994
28.5,61.6,28614825472,14672488448,28505220,611318186
22.5,61.6,28614931968,14672803840,28520843,611396270
39.7,62.2,28614985216,14673307648,28527119,611467472
14.7,62.1,28614985216,14673401856,28534380,611567635
12.8,62.0,28615001600,14674266112,28539926,611656624
11.5,62.0,28615001600,14674556928,28547178,611762522
10.2,61.1,28615001600,14674569216,28561324,611862422
12.5,61.1,28615050752,14676387840,28567019,611960012
26.2,61.9,28615050752,14676985856,28575307,612160694
27.3,63.4,28615054848,14677149696,28587830,612473296
45.4,63.9,28615378944,14677690368,28601232,612483862
40.9,64.1,28615800832,14699554816,28618296,612525482
47.0,64.5,28620502528,14726092800,28773736,616280776
32.4,64.6,28622630400,14736480256,28948379,623875996
14.4,64.4,28623130112,14743566336,28984630,623948187
14.0,63.6,28623212032,14745118720,28984692,623948187
12.3,63.5,28623298048,14746060800,28984692,623948187
12.1,63.5,28623298048,14747809792,28984843,623948349
21.5,63.7,28623379968,14748256256,28984905,623948349
20.6,63.7,28623379968,14748473344,28985039,623948423
6.0,63.7,28623379968,14751143936,28985101,623948423
28.1,63.5,28623379968,14751569920,28985319,623948643
7.1,63.4,28623412736,14751746048,28985374,623948709
6.6,63.4,28623412736,14751782912,28985544,623948709
8.8,63.4,28623412736,14752225280,28985544,623948763
6.3,63.1,28623412736,14752536576,28985606,623948763
10.8,63.0,28623412736,14752618496,28985811,623949001
2.5,63.0,28623412736,14752634880,28985941,623949153
9.3,62.9,28623560192,14757746688,28986003,623949153
15.3,62.9,28623560192,14757890048,28986276,623949439
11.9,62.9,28624055808,14779734016,28986836,623949646
12.8,62.8,28624072192,14783076352,28987462,623949720
3.5,62.7,28624072192,14783363072,28987618,623949912
6.9,62.7,28624072192,14783498240,28994988,623954781
11.0,62.8,28624137728,14784612352,29007673,623965682
15.3,62.8,28624137728,14784931840,29008345,623966402
22.9,63.4,28624137728,14785345536,29008475,623966554
8.7,63.3,28624170496,14785542144,29008645,623966608
18.0,63.6,28624170496,14785665024,29008645,623966608
11.4,63.0,28624170496,14785693696,29023847,623981590
11.0,62.6,28624170496,14785816576,29023909,623981590
11.5,62.5,28624178688,14786070528,29024126,623981896
12.1,62.5,28624178688,14786205696,29029822,624070632
15.2,62.5,28624178688,14786217984,29037032,624078696
10.2,62.6,28624178688,14786279424,29039654,624079988
14.1,62.6,28624178688,14786459648,29041101,624080844
12.3,62.7,28624178688,14786463744,29041156,624080910
10.7,62.7,28624178688,14786512896,29041218,624080910
27.2,63.4,28624305664,14786525184,29041368,624081082
31.7,63.7,28624391680,14788061184,29050256,624128009
25.8,64.0,28625006080,14788802560,29096393,624437362
16.1,63.9,28625071616,14789531648,29101926,624644910
34.0,63.7,28625071616,14789859328,29101988,624644910
30.9,63.8,28625071616,14790019072,29152723,625869987
9.8,63.7,28625071616,14790428672,29152723,625869987
12.8,63.7,28625071616,14791018496,29164126,625871331
29.0,63.4,28625071616,14791718912,29178733,626415889
10.1,63.3,28625137152,14792271872,29180427,626421102
13.1,63.2,28625201664,14792611840,29205743,626880853
15.1,63.0,28625201664,14792980480,29208382,626885714
14.6,63.0,28625201664,14793541632,29212621,626891278
23.0,62.9,28625201664,14793820160,29228865,627287477
15.1,62.9,28625304064,14794381312,29234776,627297998
8.5,62.9,28625304064,14794586112,29248440,627756207
14.4,62.9,28625304064,14794950656,29248727,627756389
12.6,62.9,28625304064,14795089920,29250124,627756785
31.5,63.6,28625308672,14795147264,29275136,628196588
21.9,63.9,28625357824,14796564480,29297654,628245190
6.5,63.8,28625357824,14796703744,29297934,628246101
9.4,63.4,28625357824,14796781568,29297996,628246101
10.7,63.2,28628504064,14798256128,29297996,628246101
8.5,63.2,28628504064,14799935488,29298201,628246339
2.9,63.2,28628504064,14800267264,29298263,628246339
2.4,62.8,28628692480,14800386048,29298318,628246405
5.5,62.7,28628692480,14800726016,29298380,628246405
10.6,62.7,28628692480,14800807936,29298380,628246405
9.2,62.7,28628758016,14801045504,29298489,628246525
6.1,62.7,28628790784,14801205248,29299100,628247072
3.9,62.6,28628790784,14801209344,29299100,628247072
9.4,62.6,28628790784,14801340416,29300898,628247402
8.2,62.6,28628790784,14801496064,29301497,628248104
6.4,62.6,28628860416,14801528832,29301627,628248256
4.9,62.6,28628860416,14801672192,29301689,628248256
2.3,62.6,28628860416,14801672192,29301689,628248256
2.0,62.6,28628860416,14801684480,29301969,628248476
6.8,62.6,28628860416,14801790976,29302044,628248562
5.3,62.6,28628860416,14801963008,29302301,628249115
5.1,62.6,28628893184,14801971200,29302363,628249115
3.5,62.6,28628893184,14802008064,29302363,628249115
3.6,62.6,28628893184,14802085888,29302849,628249115
7.7,62.6,28628893184,14802262016,29303381,628249169
5.9,62.6,28628893184,14802298880,29303530,628249361
4.9,62.6,28628925952,14802384896,29303592,628249361
6.4,62.5,28628925952,14802458624,29303742,628249533
6.2,62.6,28628925952,14803679232,29303804,628249533
12.0,62.6,28628925952,14803871744,29308830,628262688
13.4,62.6,28628925952,14803933184,29309103,628262974
18.3,62.6,28628925952,14803937280,29309165,628262974
9.8,62.8,28628925952,14803994624,29320477,628275439
4.6,62.8,28628925952,14804555776,29323190,628285533
22.8,62.9,28628925952,14805497856,29335779,628304855
7.5,62.8,28628925952,14805792768,29336167,628305365
5.7,62.8,28628925952,14805809152,29336628,628306243
1.6,62.8,28628925952,14805837824,29336703,628306329
5.2,62.8,28628925952,14805850112,29336873,628306383
16.6,62.8,28628925952,14805972992,29337091,628306603
10.7,62.7,28628925952,14805977088,29337146,628306669
7.1,62.7,28628925952,14805989376,29337283,628306755
13.0,62.7,28628925952,14806087680,29340586,628307597
7.5,62.7,28628925952,14806247424,29342840,628339382
11.6,62.7,28628925952,14806263808,29342840,628339382
16.1,62.8,28628925952,14806267904,29343011,628339502
25.4,63.0,28629114368,14806816768,29387061,629057191
18.3,63.0,28629798400,14809012224,29438304,630782726
21.4,63.1,28629831168,14811621376,29440525,630790834
11.2,63.1,28629835264,14812665856,29440600,630790920
7.7,63.0,28630007296,14813161472,29440792,630791072
7.0,62.9,28630007296,14813706240,29441030,630791126
10.5,62.9,28630007296,14814545920,29441248,630791498
10.4,62.5,28630007296,14814685184,29441352,630791540
6.0,62.4,28630126080,14814947328,29444536,630818852
14.3,62.3,28630126080,14815340544,29444747,630819044
9.5,62.3,28630126080,14815488000,29444747,630819044
15.3,62.3,28630150656,14815688704,29448059,630846644
22.7,62.1,28630150656,14815827968,29448196,630846730
19.3,62.3,28630167040,14816131072,29448271,630846816
2.8,62.2,28630167040,14816253952,29448442,630846936
9.3,62.2,28630167040,14816462848,29448442,630846936
11.6,62.2,28630248960,14816991232,29448442,630846936
14.1,62.4,28630478336,14817122304,29448579,630846936
12.0,62.1,28630543872,14817622016,29448831,630847076
23.7,61.6,28630806016,14817675264,29449318,630847804
9.1,61.4,28630806016,14821877760,29449466,630848089
17.0,61.4,28630806016,14822287360,29449614,630848310
11.7,61.4,28630912512,14822316032,29449676,630848310
13.1,61.4,28631608832,14822852608,29450321,630848924
12.7,61.4,28631608832,14822868992,29450492,630849196
23.8,61.8,28631608832,14823270400,29456077,630857468
16.1,61.7,28633016320,14824052736,29485238,630967306
2.8,61.6,28633081856,14824736768,29489787,630978734
10.1,61.5,28633081856,14825150464,29489990,630979159
24.6,62.6,28636438528,14826805248,29502753,632042081
7.4,62.5,28636545024,14827591680,29502753,632042081
10.2,62.5,28636659712,14828468224,29502807,632042267
11.3,62.5,28636659712,14828517376,29503195,632042541
2.7,62.5,28636659712,14828611584,29503195,632042541
2.7,62.4,28636659712,14828865536,29503366,632042661
3.0,62.4,28636659712,14828881920,29503644,632042879
4.4,62.4,28636659712,14829299712,29504068,632042879
6.5,62.4,28636659712,14829549568,29504554,632042879
13.7,62.4,28636659712,14829627392,29504648,632043005
7.6,61.8,28636659712,14829643776,29504765,632043071
8.6,61.8,28636659712,14829852672,29504765,632043071
11.1,61.8,28636659712,14829934592,29504827,632043071
9.2,61.8,28636659712,14829946880,29504827,632043071
4.8,61.8,28636659712,14830065664,29504971,632043145
13.7,61.5,28636659712,14830241792,29505162,632043357
15.2,61.6,28636659712,14830266368,29505347,632043575
11.3,61.6,28636663808,14830405632,29505649,632043859
3.9,61.6,28636663808,14830487552,29505649,632043859
4.7,61.5,28636663808,14831679488,29505799,632044085
5.5,61.6,28636663808,14831679488,29506024,632044205
7.3,61.6,28636663808,14831761408,29506079,632044271
15.3,61.6,28636663808,14831761408,29506361,632044469
10.9,61.6,28636663808,14831790080,29506361,632044535
2.5,61.6,28636663808,14831790080,29506416,632044589
3.9,61.5,28636663808,14831814656,29506533,632044655
3.3,61.5,28636663808,14831872000,29506677,632044729
6.2,61.5,28636663808,14832117760,29506813,632044875
4.2,61.6,28636663808,14832146432,29506813,632044875
12.3,61.5,28636663808,14832162816,29506813,632044875
2.0,61.5,28636663808,14832293888,29506930,632044941
3.7,61.5,28636663808,14832429056,29506930,632044941
10.8,61.5,28636663808,14832453632,29506992,632044941
7.0,61.6,28636663808,14832478208,29507100,632044995
6.1,61.5,28636663808,14832482304,29507100,632044995
2.3,61.5,28636663808,14832539648,29507271,632045115
14.8,61.6,28636663808,14832695296,29507271,632045115
15.2,61.6,28636663808,14833059840,29519774,632068356
16.3,61.8,28636684288,14833158144,29522081,632069288
13.7,62.1,28638169600,14833608704,29523497,632070498
9.7,62.0,28639087104,14834268160,29530076,632135854
10.7,61.8,28639115776,14835984384,29530300,632136026
9.7,61.9,28639115776,14836189184,29530632,632136584
11.1,61.9,28639115776,14836332544,29530687,632136650
3.4,61.8,28639115776,14836582400,29530687,632136650
16.5,62.0,28639115776,14836881408,29531024,632136980
14.5,61.8,28640930304,14837434368,29531484,632139375
14.9,61.9,28643281408,14838642688,29531546,632139375
17.2,61.9,28645202432,14840535040,29531546,632139375
16.3,61.9,28646947328,14842103808,29537854,632217561
16.4,62.0,28648901120,14842996736,29538017,632217627
4.9,61.9,28650072576,14847617024,29538017,632217681
9.9,61.9,28650121728,14847850496,29538079,632217681
3.5,61.9,28650121728,14847870976,29547251,632224610
3.9,61.9,28650121728,14848092160,29548436,632226670
2.8,61.9,28650121728,14848149504,29548491,632226736
10.0,61.9,28650121728,14848346112,29548491,632226736
5.8,61.8,28650121728,14848346112,29548771,632226956
6.4,61.8,28650121728,14848387072,29548771,632226956
9.5,61.8,28650121728,14848395264,29548833,632226956
6.6,61.8,28650121728,14848407552,29549070,632227473
12.3,61.8,28650121728,14848407552,29549658,632228484
2.8,61.8,28650121728,14848428032,29549720,632228484
8.0,61.8,28650121728,14849431552,29549720,632228484
15.5,61.8,28650121728,14849447936,29549945,632228538
11.7,61.9,28650121728,14849452032,29550109,632228712
4.3,61.8,28650121728,14849533952,29550321,632228778
3.6,61.8,28650121728,14849550336,29551069,632229084
8.9,61.9,28650121728,14849615872,29551430,632229210
12.6,61.8,28650121728,14849640448,29551710,632229484
13.4,61.8,28650121728,14849660928,29551765,632229550
8.9,61.9,28650121728,14849878016,29551765,632229550
2.6,61.9,28650121728,14849890304,29551902,632229636
8.7,61.9,28650121728,14849894400,29551902,632229636
30.5,61.9,28650121728,14849910784,29551964,632229636
9.9,61.9,28650121728,14849914880,29552019,632229702
6.2,61.9,28650121728,14849988608,29552019,632229702
6.1,61.9,28650121728,14850013184,29552189,632229756
8.4,61.9,28650121728,14850025472,29552189,632229756
4.1,61.8,28650121728,14850111488,29552251,632229756
6.2,61.8,28650134016,14850119680,29552360,632229876
10.6,61.7,28650134016,14850213888,29552360,632229876
6.4,61.7,28650134016,14850242560,29552532,632229876
6.5,61.7,28650134016,14850254848,29552990,632230452
12.4,61.7,28650134016,14850373632,29553127,632230452
4.9,61.7,28650134016,14850390016,29553182,632230518
14.8,61.8,28650134016,14850566144,29553182,632230518
8.5,61.8,28650134016,14850697216,29553299,632230572
17.8,61.8,28650134016,14850697216,29553354,632230638
6.3,61.8,28650134016,14851061760,29558205,632236497
6.9,61.8,28650134016,14851094528,29558314,632236617
6.9,61.7,28650134016,14851115008,29558640,632236891
4.8,61.7,28650134016,14851143680,29558744,632236933
10.5,61.6,28650134016,14851155968,29558744,632236933
4.7,61.6,28650134016,14851663872,29559084,632237378
8.4,61.6,28650134016,14851807232,29559084,632237444
11.5,61.7,28650134016,14852007936,29559146,632237444
6.3,61.6,28650134016,14852106240,29559146,632237444
10.7,61.6,28650134016,14852130816,29559384,632237644
8.2,61.6,28650134016,14852241408,29559575,632237856
5.9,61.6,28650134016,14852290560,29559575,632237856
7.7,61.6,28650134016,14852519936,29559637,632237856
8.6,61.6,28650134016,14852544512,29565590,632240334
16.4,61.6,28650134016,14852921344,29565590,632240334
12.8,61.6,28650134016,14852933632,29565869,632240508
7.5,61.6,28650134016,14852945920,29565944,632240594
2.4,61.6,28650134016,14853040128,29566081,632240680
1.8,61.6,28650134016,14853052416,29566081,632240680
2.5,61.6,28650134016,14853056512,29566081,632240680
5.2,61.6,28650134016,14853068800,29566198,632240746
3.4,61.6,28650134016,14853072896,29566253,632240812
8.3,61.5,28650134016,14853163008,29566445,632240952
4.5,61.5,28650134016,14853167104,29566445,632240952
13.5,61.6,28650134016,14853257216,29566663,632241172
12.7,61.6,28650134016,14853277696,29566780,632241238
5.3,61.6,28650134016,14853314560,29566780,632241238
3.4,61.6,28650134016,14853494784,29566842,632241238
2.1,61.5,28650134016,14853494784,29566950,632241292
13.3,61.5,28650134016,14853650432,29566950,632241292
8.5,61.6,28650142208,14853650432,29567121,632241412
6.3,61.6,28650142208,14854588416,29567342,632241692
10.2,61.6,28650142208,14854666240,29569326,632249382
16.4,61.7,28650142208,14854694912,29569326,632249382
5.6,61.6,28650142208,14854703104,29569544,632249602
2.5,61.7,28650142208,14854719488,29569661,632249668
4.4,61.6,28650142208,14854727680,29569948,632249754
11.9,61.6,28650142208,14854924288,29570434,632249754
3.1,61.6,28650142208,14854924288,29570763,632249882
7.1,61.6,28650142208,14855055360,29570932,632250094
2.7,61.6,28650142208,14855063552,29571103,632250214
2.7,61.6,28650142208,14855165952,29571103,632250214
6.7,61.6,28650142208,14855260160,29571273,632250268
5.1,61.6,28650142208,14855321600,29571328,632250334
7.5,61.6,28650142208,14855333888,29571546,632250554
2.7,61.7,28650142208,14855342080,29571793,632250760
1.9,61.6,28650142208,14855378944,29571793,632250760
12.0,61.6,28650142208,14855546880,29571855,632250760
6.1,61.6,28650142208,14855550976,29571855,632250760
7.0,61.6,28650142208,14855600128,29571855,632250760
22.0,62.1,28650142208,14855604224,29572026,632250880
26.1,61.8,28650392064,14871345152,29573494,632255022
13.2,61.8,28650920448,14880815104,29573556,632255022
10.0,61.7,28650920448,14881413120,29574465,632255617
8.8,61.7,28650920448,14881589248,29574601,632255755
8.3,61.6,28650920448,14881679360,29574764,632255875
7.9,61.6,28650920448,14881871872,29574764,632255875
7.0,61.5,28650920448,14882121728,29574826,632255875
5.0,61.5,28650920448,14882138112,29575049,632256394
9.1,61.5,28650920448,14882158592,29575111,632256394
2.3,61.5,28650920448,14882170880,29575625,632257085
7.8,61.4,28650920448,14882441216,29575775,632257257
8.9,61.5,28651694592,14885738496,29576058,632257632
5.7,61.5,28651694592,14885816320,29576058,632257632
5.8,61.5,28651694592,14885828608,29576120,632257632
4.6,61.4,28651694592,14885869568,29576175,632257698
9.4,61.1,28651694592,14885885952,29576230,632257764
9.1,61.1,28651694592,14886082560,29576367,632257850
11.3,61.1,28651694592,14886123520,29576569,632257904
11.7,61.1,28651694592,14886139904,29576631,632258030
6.1,61.1,28651694592,14886164480,29576686,632258096
9.7,61.1,28651694592,14886258688,29576686,632258096
21.5,61.1,28651694592,14889211904,29577102,632258984
12.6,61.1,28652034560,14909659136,29577362,632259246
17.3,61.2,28652141056,14910044160,29578731,632261181
6.1,61.2,28652141056,14910154752,29578786,632261247
5.8,61.2,28652141056,14910334976,29578786,632261247
9.4,61.1,28652141056,14910461952,29578848,632261247
6.5,61.1,28652141056,14910568448,29578848,632261247
6.2,61.1,28652141056,14910638080,29578910,632261247
10.3,61.3,28652141056,14910748672,29578965,632261313
5.0,61.4,28652157440,14910830592,29594777,632274714
9.5,61.4,28652157440,14910990336,29594947,632274768
6.8,61.3,28652157440,14910998528,29595022,632274854
3.7,61.3,28652157440,14911084544,29595084,632274854
5.2,61.3,28652157440,14911088640,29595139,632274920
6.3,61.3,28652157440,14911219712,29595357,632275140
7.3,61.3,28652157440,14911334400,29595419,632275140
8.3,61.3,28652157440,14911854592,29595419,632275140
4.8,61.3,28652157440,14911944704,29595556,632275226
4.7,61.3,28652157440,14911948800,29595611,632275292
8.7,61.3,28652157440,14911965184,29595611,632275292
9.5,61.3,28652157440,14911981568,29595673,632275292
10.5,61.4,28652157440,14911985664,29595673,632275292
4.3,61.4,28652157440,14912063488,29595735,632275292
7.4,61.1,28652157440,14912096256,29595952,632275466
9.1,61.1,28652157440,14912391168,29596438,632275466
6.0,61.1,28652157440,14912468992,29597080,632275686
5.2,61.1,28652157440,14912489472,29597174,632275812
14.8,61.1,28652177920,14912518144,29597236,632275812
18.6,61.1,28652177920,14913042432,29600330,632278000
19.5,61.1,28652177920,14914172928,29605025,632283385
19.4,61.1,28652177920,14914631680,29605025,632283385
18.9,61.2,28652177920,14915606528,29605025,632283385
19.6,61.4,28652489216,14929307648,29605308,632283759
16.4,61.4,28652583424,14930913280,29630039,633284417
13.0,61.4,28652583424,14931998720,29630101,633284417
20.2,61.7,28652583424,14932178944,29630392,633284565
19.4,62.3,28652599808,14938806272,29631695,633290299
19.9,62.3,28652730880,14943610880,29643144,633375688
13.9,62.3,28652907008,14964996096,29643541,633375956
3.1,62.2,28652964352,14965741568,29643752,633376188
4.3,62.2,28652964352,14965962752,29643752,633376188
6.5,62.3,28652964352,14966380544,29643752,633376188
20.4,62.2,28653066752,14966650880,29643814,633376188
14.8,62.3,28653066752,14967076864,29643869,633376254
11.5,62.2,28653066752,14967273472,29643931,633376254
13.6,62.2,28653066752,14967867392,29643931,633376254
12.7,62.2,28653066752,14968129536,29675122,633432078
13.8,61.8,28653206016,14968334336,29687049,633453348
5.9,61.8,28653206016,14968453120,29689044,633455391
16.1,61.8,28653234688,14968727552,29693524,633463788
10.6,61.8,28653234688,14969214976,29694818,633466581
15.4,61.9,28653697536,14970525696,29713822,633581813
4.8,61.8,28653697536,14970845184,29717345,633584613
6.5,61.8,28653730304,14971885568,29717454,633584733
5.9,61.8,28653730304,14972073984,29717591,633584819
31.4,62.5,28653730304,14972160000,29722421,633649962
11.2,62.4,28654189056,14974081024,29736308,634614170
4.8,62.4,28654189056,14974449664,29736370,634614170
10.9,62.5,28654189056,14974457856,29736425,634614236
16.8,62.6,28654221824,14974527488,29736562,634614322
3.1,62.4,28654221824,14974531584,29736562,634614322
5.3,62.4,28654291456,14975145984,29736624,634614322
2.2,62.1,28654291456,14975682560,29736846,634614604
6.9,62.1,28654291456,14975719424,29737009,634614724
9.4,62.4,28654291456,14975723520,29737071,634614724
9.7,62.4,28654291456,14975870976,29752005,634629848
15.5,62.5,28654291456,14975911936,29752067,634629848
4.4,62.5,28654291456,14976104448,29752067,634629848
18.9,62.5,28654291456,14976563200,29752251,634630054
6.1,62.5,28654291456,14976579584,29752606,634630360
3.4,62.4,28654291456,14977484800,29752606,634630360
2.8,62.4,28654291456,14977562624,29752743,634630434
7.2,62.5,28654291456,14977689600,29752743,634630434
13.6,62.4,28654291456,14977812480,29752798,634630500
11.3,62.4,28654291456,14977845248,29752860,634630500
16.6,62.4,28654291456,14977853440,29752860,634630500
14.1,62.4,28654291456,14977865728,29752922,634630500
10.8,62.4,28654291456,14977988608,29753325,634630904
8.9,62.4,28654291456,14978295808,29753509,634631110
21.6,62.3,28654311936,14978316288,29753571,634631110
19.2,62.3,28654311936,14978480128,29753937,634631517
10.8,62.3,28654311936,14978582528,29754147,634631876
11.8,62.2,28654311936,14978598912,29754147,634631876
30.7,62.9,28654311936,14978611200,29754626,634631942
20.3,63.8,28654377472,14979270656,29755112,634631942
12.4,63.7,28654377472,14979659776,29755206,634632068
8.7,63.8,28654508544,14979934208,29774945,634652044
13.4,63.6,28654508544,14979950592,29840139,638314402
10.6,63.0,28654508544,14980077568,29849898,638315375
9.4,63.2,28654508544,14980102144,29853842,638324964
18.0,63.0,28654508544,14980163584,29855071,638328706
10.7,63.1,28654508544,14980257792,29874962,638421970
11.6,63.0,28654508544,14980261888,29879195,638475088
10.7,63.0,28654508544,14980265984,29879526,638476836
8.7,63.2,28654508544,14980741120,29880525,638479832
11.9,63.1,28654508544,14980765696,29895202,638486810
14.1,63.2,28654508544,14980913152,29899996,638543395
6.4,63.2,28654508544,14980950016,29917613,639163521
12.6,63.3,28654508544,14981138432,29931912,639440692
10.1,63.2,28654508544,14981150720,29932083,639440812
22.1,63.3,28654508544,14981154816,29932378,639441572
15.0,63.1,28654508544,14981244928,29946013,639650918
9.5,62.9,28654508544,14981449728,29946290,639651095
10.7,63.1,28654508544,14981601280,29956668,639655766
13.6,63.1,28654950912,14982858752,29961921,639715922
10.8,63.1,28654950912,14982862848,29977339,639805790
12.0,63.1,28654950912,14982883328,30005731,639893899
9.2,63.2,28654950912,14983002112,30012898,640049353
13.0,63.3,28654950912,14983002112,30037767,640447964
11.4,63.3,28654950912,14983100416,30041655,640627893
14.0,63.3,28654950912,14983100416,30041655,640627893
13.1,63.3,28654950912,14983342080,30064546,640775314
8.1,63.3,28654995968,14983501824,30064878,640775965
11.7,63.2,28654995968,14983510016,30078971,641011644
11.4,63.3,28654995968,14983772160,30080347,641086649
13.0,63.3,28654995968,14983780352,30090222,641087177
9.8,63.3,28654995968,14983899136,30102284,641188176
7.3,63.3,28655208960,14984562688,30102669,641188578
22.8,63.3,28655208960,14984714240,30117517,641562487
13.0,63.3,28655208960,14985054208,30127477,641563616
14.3,63.3,28655208960,14985054208,30127477,641563616
8.8,63.3,28655208960,14985185280,30149348,641770884
5.5,63.2,28655208960,14985185280,30161142,641778484
11.1,63.3,28655208960,14985242624,30177497,642099969
14.2,63.8,28655208960,14985279488,30185714,642105185
17.8,63.8,28655208960,14985287680,30185714,642105271
11.9,63.8,28655208960,14985345024,30185994,642105491
4.8,63.0,28655208960,14985385984,30186103,642105753
3.5,62.8,28655208960,14989129728,30186165,642105753
3.2,62.8,28655208960,14989191168,30186165,642105753
4.7,62.5,28655208960,14989195264,30186489,642105753
4.3,61.7,28655208960,14989293568,30186551,642106165
4.5,61.6,28655208960,14989588480,30186606,642106231
4.0,61.6,28655208960,14989678592,30186668,642106231
6.9,61.6,28655208960,14989682688,30187034,642106810
6.8,61.6,28655208960,14989899776,30187034,642106810
3.5,61.6,28655208960,14989969408,30187096,642106810
2.2,61.6,28655208960,14990133248,30187205,642106930
2.1,61.6,28655208960,14990145536,30187267,642106930
2.8,61.6,28655208960,14990149632,30187267,642106930
3.1,61.6,28655208960,14990153728,30187267,642106930
1.5,61.6,28655208960,14990227456,30187329,642107156
2.9,61.6,28655208960,14990235648,30187596,642107222
2.6,61.6,28655225344,14992578560,30188412,642107650
3.7,61.6,28655225344,14992746496,30199370,642114510
2.9,61.6,28655225344,14992758784,30199744,642114856
2.3,61.6,28655225344,14992996352,30199744,642114856
12.9,61.9,28664793088,14993266688,30210249,642124579
2.0,61.9,28666341376,14994966528,30215332,642136507
3.9,61.9,28666341376,14995314688,30215332,642136507
4.9,61.9,28666341376,14995646464,30231821,642136549
1.5,61.9,28666341376,14996277248,30240755,642148779
7.9,62.1,28666386432,14996322304,30240946,642148934
5.4,62.1,28666386432,14996482048,30241008,642148934
1.5,62.1,28666402816,14996609024,30241008,642148934
2.9,62.0,28666402816,14996609024,30241288,642149154
3.4,62.0,28666402816,14996629504,30241288,642149154
2.4,62.0,28666402816,14996629504,30241505,642149328
3.2,62.0,28666402816,14996899840,30241567,642149328
4.5,62.0,28666402816,14997108736,30241567,642149328
2.5,62.0,28666402816,14997145600,30241629,642149328
1.5,62.0,28666402816,14997215232,30241722,642149647
3.3,62.1,28666402816,14997383168,30241831,642149767
2.6,62.1,28666402816,14997440512,30241986,642149853
2.4,62.1,28666402816,14997444608,30241986,642149853
12.3,62.5,28666435584,14998308864,30261875,642173743
17.4,62.5,28666566656,15001049088,30275574,642197455
3.9,62.5,28666636288,15021414400,30275629,642197521
2.3,62.5,28666636288,15021889536,30276457,642197563
3.0,62.4,28666636288,15022036992,30278065,642197987
2.2,62.4,28666636288,15022286848,30278343,642197987
3.6,62.5,28666636288,15022397440,30278451,642198345
2.1,62.4,28666652672,15022618624,30278560,642198465
3.0,62.4,28666652672,15022794752,30278697,642198465
3.7,62.4,28666652672,15022884864,30278791,642198677
3.4,62.4,28666652672,15022979072,30278928,642198763
8.9,62.5,28666652672,15023060992,30278928,642198763
2.2,62.2,28666701824,15023978496,30279037,642198883
4.1,62.2,28666701824,15024019456,30279099,642198883
5.0,62.2,28666701824,15024052224,30279099,642198883
3.5,62.2,28666701824,15024605184,30279161,642198883
