cpu,ram,disk_read,disk_write,net_sent,net_recv
20.0,62.4,27917147648,11822588416,22281942,354107655
22.4,62.3,27917147648,11822723584,22282091,354107847
19.9,62.4,27917147648,11822727680,22282309,354108067
18.4,62.4,27917147648,11822887424,22282371,354108067
33.5,62.4,27917147648,11822944768,22282371,354108067
23.2,62.4,27917147648,11822948864,22282433,354108067
18.8,62.3,27917254144,11822952960,22282616,354108288
25.7,62.4,27917254144,11823051264,22282721,354108362
20.6,62.4,27917254144,11823534592,22282857,354108540
25.9,62.4,27917258240,11823538688,22282857,354108540
19.4,62.3,27917258240,11823727104,22282919,354108540
19.5,62.3,27917258240,11823743488,22283192,354108826
23.1,62.4,27917258240,11823755776,22283192,354108826
19.6,62.4,27917274624,11826790912,22283437,354108966
18.8,62.5,27917274624,11826815488,22283718,354109215
22.3,62.5,27917274624,11826979328,22284027,354109464
20.5,62.3,27917274624,11827118592,22296399,354118189
23.3,62.5,27917274624,11827466752,22296474,354118275
21.2,62.5,27917274624,11827483136,22296708,354118439
19.1,62.5,27917274624,11829445120,22297151,354119003
23.6,62.5,27917274624,11829735936,22297431,354119297
28.6,62.3,27917274624,11829879296,22297540,354119417
22.5,62.4,27917274624,11830034944,22297781,354119592
18.4,62.3,27917274624,11830080000,22297855,354119770
18.9,62.3,27917274624,11830383104,22297855,354119770
22.2,62.3,27917274624,11830460928,22297917,354119770
18.6,62.2,27917286912,11830465024,22298080,354119890
19.9,62.2,27917286912,11830997504,22298142,354119890
33.5,62.2,27917286912,11831001600,22298142,354119964
22.9,62.3,27917286912,11831099904,22298318,354120139
20.1,62.4,27917286912,11831353856,22298703,354120433
22.2,62.4,27917286912,11831390720,22298926,354120803
20.9,62.3,27917286912,11831714304,22298988,354120877
22.9,62.3,27917286912,11831722496,22298988,354120877
18.7,62.4,27917286912,11832029696,22298988,354120877
18.8,62.9,27917286912,11832087040,22318942,354127856
19.8,62.9,27917319680,11832222208,22330486,354143098
13.9,62.9,27917319680,11832300032,22339054,354193993
22.1,63.2,27917581824,11836162560,22345181,354267141
36.4,63.2,27930553344,11837600256,22352177,354333298
30.7,63.1,27941148160,11839459840,22366850,354405815
25.5,62.8,27943520256,11842798080,22387951,354486884
26.3,62.6,27943520256,11843187200,22392488,354548156
28.8,62.6,27943520256,11843625472,22401757,354563078
25.9,63.1,27943618560,11844919808,22407497,354652300
23.5,63.2,27943684096,11845448192,22414182,354713613
22.0,63.2,27943729152,11845706240,22424147,354780389
22.2,63.2,27943729152,11845943808,22429230,354868537
23.0,63.0,27943729152,11846267392,22433606,354956480
22.9,62.8,27943729152,11846468096,22437073,355021532
16.6,62.6,27943729152,11846636032,22442021,355082561
22.8,62.8,27943729152,11846754816,22445171,355136986
29.9,63.0,27943729152,11846816256,22448278,355189958
21.7,63.0,27943729152,11846980096,22474938,355284806
24.9,63.0,27943729152,11847365120,22490825,355602384
19.9,63.0,27943802880,11847447040,22510773,356511874
18.6,63.1,27943802880,11847447040,22530962,357350489
38.2,63.0,27943802880,11847549440,22531024,357350489
17.8,63.0,27943802880,11847623168,22531453,357351045
24.7,62.9,27943802880,11847721472,22541416,357351797
25.7,62.9,27943802880,11847995904,22549879,357961820
16.9,62.9,27943802880,11848004096,22562289,358234022
22.8,62.8,27943802880,11848102400,22562639,358234328
20.9,62.8,27943802880,11848110592,22562639,358234394
20.9,62.8,27943802880,11848380928,22588724,359012788
20.8,62.8,27943802880,11848413696,22588724,359012788
21.6,63.2,27943802880,11849421312,22588832,359012842
23.6,62.9,27943802880,11849536000,22588949,359012908
29.7,62.9,27943802880,11849630208,22597911,359018980
21.6,62.6,27943950336,11849884160,22603452,359535145
25.1,62.6,27943958528,11850072576,22603674,359535471
21.9,62.6,27943991296,11854729728,22624577,359904256
35.8,62.2,27944105984,11863216640,22624748,359904376
22.9,61.9,27944105984,11886719488,22645384,360276634
24.1,61.9,27944105984,11886883328,22645446,360276634
38.2,62.3,27944294400,11887108608,22655562,360441683
30.7,62.9,28047520256,11887867392,22658499,360780650
31.3,63.5,28126511616,11888092672,22667172,360786628
43.9,63.7,28191896064,11888092672,22667246,360786806
40.0,63.9,28191896064,11888502272,22681747,361402963
44.5,64.0,28191896064,11888723456,22690070,361403017
48.7,64.3,28191912448,11888801280,22700728,361608090
34.3,63.9,28191912448,11888854528,22713674,362083529
29.3,63.1,28192163328,11889498624,22713674,362083529
39.3,63.5,28200258560,11889596928,22713810,362083630
42.8,63.9,28211445760,11889641984,22713989,362083882
27.5,63.3,28219258368,11889682944,22736158,362646989
20.7,63.2,28231416320,11889695232,22736267,362647183
18.6,63.3,28247207424,11890424320,22758298,363194748
21.8,63.1,28251508736,11890510336,22758454,363194748
20.9,63.6,28252654592,11890510336,22758454,363194874
31.9,62.4,28252740608,11944724992,22767009,363195157
21.2,62.2,28252740608,11944770048,22782195,363869549
20.0,62.5,28310707200,12116595200,22782303,363869603
16.0,62.9,28310707200,12116742656,22792806,364028164
25.0,62.9,28325612544,12386178560,22801330,364028957
33.9,62.9,28325612544,12386215424,22812015,364035507
20.8,63.3,28325710848,12386223616,22824640,364416465
22.0,63.3,28325710848,12386768384,22844472,364429498
31.8,64.2,28325719040,12392138240,22854738,364582310
17.9,61.9,28331560960,12652963328,22863617,364583879
18.6,61.8,28334333440,12654703104,22864189,364583965
10.3,61.7,28335664640,12660421120,22876425,364916065
9.1,61.7,28335762944,12662514176,22885008,364917207
7.9,61.8,28335762944,12664283648,22885083,364917293
10.6,61.8,28335779328,12666040832,22895023,365040850
11.2,61.9,28335779328,12667748864,22903808,365041874
38.9,62.3,28335783424,12669526528,22913046,365050882
42.1,62.6,28335824896,12676781056,22932847,365529675
5.2,62.7,28336264704,12679996416,22934703,365535766
4.7,62.7,28336264704,12680762368,22934703,365535766
5.1,62.6,28336264704,12680856576,22934765,365535766
3.5,62.6,28336281088,12681036800,22934994,365536100
10.4,62.6,28336281088,12681380864,22939034,365547235
6.3,62.2,28336281088,12681450496,22939034,365547235
9.7,62.1,28336281088,12681982976,22939108,365547514
1.7,62.1,28336281088,12682126336,22948605,365552834
2.5,62.1,28336281088,12682130432,22948816,365553028
2.0,62.1,28336281088,12682273792,22948878,365553028
1.0,62.1,28336281088,12682351616,22949298,365553428
8.5,62.1,28336281088,12682486784,22949458,365553428
0.7,62.1,28336281088,12682503168,22951282,365561290
4.3,62.1,28336281088,12682732544,22951796,365565146
3.1,62.1,28336281088,12682851328,22952111,365565499
1.6,62.1,28336346624,12682990592,22952111,365565499
1.6,62.1,28336346624,12683023360,22952111,365565499
1.1,62.1,28336346624,12683035648,22952173,365565499
7.5,62.2,28336346624,12683092992,22952500,365565839
4.9,62.2,28336363008,12683387904,22952562,365565839
1.9,62.2,28336363008,12683387904,22952636,365566017
1.0,62.2,28336363008,12683396096,22952636,365566017
0.8,62.2,28336363008,12683400192,22952877,365566192
1.2,62.2,28336461312,12683572224,22953034,365566332
2.1,62.2,28336461312,12683637760,22953096,365566332
4.0,62.1,28336461312,12683691008,22953096,365566332
4.1,62.2,28336481792,12683691008,22953204,365566386
1.6,62.2,28336514560,12684932096,22964220,365573712
2.0,62.1,28336514560,12684997632,22964403,365574010
2.3,62.1,28336514560,12685087744,22964551,365574189
1.6,61.9,28336534528,12685308928,22964878,365574435
2.2,61.9,28336550912,12685579264,22965158,365574655
1.5,61.8,28336636416,12685587456,22965158,365574655
4.1,61.8,28336636416,12685603840,22971509,365663726
1.3,61.8,28336636416,12685751296,22971645,365663883
0.8,61.8,28336751104,12686488576,22971867,365664135
2.0,61.8,28336751104,12686615552,22971929,365664135
1.4,61.8,28336751104,12686681088,22972108,365664236
1.4,61.8,28336755200,12686767104,22972319,365664504
1.7,61.8,28336755200,12686783488,22972423,365664546
11.8,61.8,28336755200,12686795776,22972843,365664946
3.7,61.8,28336755200,12686865408,22972905,365664946
1.2,61.9,28336755200,12686926848,22979190,365699982
1.2,61.9,28336755200,12687062016,22979319,365700226
3.3,61.9,28336755200,12687094784,22979779,365700651
1.4,61.9,28336755200,12687115264,22979884,365700725
1.2,61.9,28336755200,12687127552,22979946,365700725
8.7,62.0,28336775680,12687332352,22980196,365701198
2.5,61.9,28336841216,12687856640,22984130,365711620
1.4,61.9,28336841216,12688438272,22984192,365711620
2.7,61.9,28336841216,12688528384,22984266,365711798
4.4,61.9,28336865792,12688569344,22984752,365711798
1.1,61.9,28337021440,12688770048,22986472,365716430
1.8,61.9,28337021440,12688851968,22988165,365723455
1.4,61.8,28337021440,12689052672,22988301,365723455
3.4,61.9,28337021440,12689470464,22988818,365723911
1.1,62.0,28337037824,12689781760,22988880,365723911
4.5,62.0,28337054208,12689880064,22988880,365723911
2.9,61.9,28337463808,12690113536,22994887,365736147
2.1,62.0,28337472000,12690252800,22999735,365752889
1.4,61.9,28337472000,12690400256,23000025,365753885
2.3,62.0,28337472000,12690408448,23001008,365755313
3.7,62.0,28337472000,12690490368,23005837,365771585
3.1,61.9,28337521152,12690543616,23009109,365788364
2.4,61.8,28337553920,12690813952,23009319,365788536
1.9,61.9,28337553920,12690813952,23009427,365788644
1.7,61.9,28337553920,12690834432,23009671,365788876
4.3,61.9,28337553920,12690834432,23009671,365788876
3.7,61.9,28337553920,12691493888,23010061,365789245
2.3,61.8,28337559552,12691571712,23010361,365789543
1.6,61.8,28337559552,12691584000,23010435,365789689
1.4,61.8,28337559552,12691604480,23010497,365789689
2.5,61.8,28337559552,12691608576,23010497,365789689
1.3,61.8,28337559552,12691706880,23010626,365789933
1.2,61.8,28337559552,12691809280,23010688,365789933
1.2,61.8,28337559552,12691813376,23010867,365790034
4.1,61.8,28337559552,12692063232,23010929,365790108
8.3,61.8,28337559552,12692067328,23010929,365790108
1.8,61.8,28337563648,12692313088,23011466,365790881
2.5,61.8,28337563648,12692382720,23011466,365790881
1.1,61.8,28337563648,12692386816,23011574,365790935
4.2,61.8,28337883136,12692399104,23011710,365791113
4.3,61.7,28337883136,12692513792,23011812,365791187
1.3,61.6,28337883136,12692599808,23012108,365791428
1.9,61.6,28337883136,12692747264,23012108,365791428
1.2,61.2,28337883136,12692931584,23012108,365791428
1.9,61.2,28337883136,12692976640,23012170,365791428
3.5,61.2,28337883136,12692984832,23012170,365791428
4.7,61.3,28337883136,12693001216,23012361,365791672
3.5,61.3,28337883136,12693066752,23012579,365791892
1.7,61.2,28337883136,12693083136,23012579,365791892
1.9,61.2,28337883136,12693173248,23012820,365792067
5.9,61.2,28337883136,12693177344,23013648,365794975
1.5,61.2,28337883136,12693238784,23015476,365808689
1.9,61.2,28337883136,12693378048,23015476,365808689
1.3,61.2,28337883136,12693386240,23015476,365808689
4.2,61.2,28337883136,12693398528,23015612,365808867
1.4,61.2,28337883136,12693443584,23015714,365808941
4.6,61.2,28338013184,12693525504,23015831,365809007
1.9,61.2,28338013184,12693591040,23016104,365809308
1.0,61.2,28338013184,12693672960,23016322,365809528
1.6,61.2,28338013184,12693828608,23016384,365809528
4.5,61.2,28338013184,12693828608,23016384,365809528
2.1,61.2,28338013184,12693869568,23016555,365809648
1.8,61.2,28338013184,12693881856,23016629,365809826
0.8,61.2,28338013184,12693885952,23016629,365809826
1.2,61.2,28338013184,12693922816,23016799,365809826
3.3,61.2,28338013184,12693984256,23016978,365810055
1.9,61.2,28338013184,12694086656,23017239,365810195
1.4,61.2,28338013184,12694127616,23017313,365810341
0.9,61.2,28338013184,12694131712,23017525,365810341
1.9,61.2,28338013184,12694180864,23018085,365810519
7.9,61.2,28338013184,12694275072,23018399,365810593
2.4,61.2,28338013184,12694279168,23018516,365810659
5.4,61.2,28338013184,12694397952,23018621,365810733
1.2,61.3,28338160640,12697629696,23019286,365811720
2.0,61.3,28338160640,12697744384,23019423,365811806
10.1,61.7,28338263040,12698715136,23020389,365812564
2.1,61.4,28338875904,12701815808,23023865,365822497
7.1,61.4,28338875904,12701832192,23023939,365822675
3.3,61.5,28338875904,12701885440,23024089,365822771
3.8,61.5,28338875904,12701889536,23024151,365822771
4.2,61.4,28338875904,12702073856,23024256,365822845
0.9,61.4,28338925056,12702254080,23024447,365823012
1.7,61.4,28338925056,12702262272,23024447,365823012
3.4,61.3,28338925056,12702262272,23024509,365823086
2.5,61.4,28338925056,12702278656,23024583,365823264
1.9,61.4,28338925056,12702831616,23024903,365823558
1.3,61.4,28338929152,12702905344,23025270,365824110
4.0,61.4,28338929152,12702905344,23027715,365834437
1.5,61.4,28338929152,12702970880,23027882,365834511
2.2,61.4,28338929152,12702974976,23027956,365834612
14.8,61.7,28338929152,12703093760,23028011,365834612
5.6,61.7,28338929152,12703134720,23028181,365834732
9.6,61.3,28338929152,12703151104,23028255,365834910
1.7,59.8,28338929152,12703265792,23028317,365834910
2.7,59.8,28339064320,12703302656,23028317,365834910
2.5,59.9,28339076608,12703556608,23035193,365844120
2.4,59.8,28339076608,12703572992,23035255,365844174
16.1,60.0,28339092992,12703872000,23043401,365853525
3.9,60.0,28340211200,12714763264,23049245,365876150
4.0,59.9,28340211200,12714841088,23049245,365876150
0.8,59.9,28340211200,12715316224,23049638,365876747
4.6,59.9,28340211200,12715340800,23049700,365876747
4.0,59.9,28340211200,12715357184,23049700,365876747
2.2,59.9,28340227584,12715705344,23049975,365877046
23.1,60.9,28340227584,12715746304,23050049,365877255
22.6,61.1,28341327872,12723072512,23050212,365877375
3.9,61.1,28342360576,12725813248,23050316,365877417
2.0,61.0,28342491648,12726296576,23050316,365877417
2.9,61.1,28342491648,12726632448,23050596,365877669
5.0,61.1,28342491648,12727144448,23050670,365877815
2.6,61.0,28342491648,12727955456,23050725,365877881
3.9,61.2,28342491648,12728406016,23050892,365877955
5.0,61.0,28342491648,12728553472,23050966,365878056
1.2,61.0,28342491648,12729331712,23051028,365878056
1.4,61.0,28342491648,12729458688,23051130,365878130
1.7,61.0,28342491648,12729597952,23051313,365878428
1.2,61.0,28342491648,12729704448,23051469,365878554
5.3,61.1,28342755840,12730105856,23051469,365878554
5.0,61.1,28342854144,12731146240,23053814,365886842
1.1,61.1,28343255552,12732276736,23054035,365886916
0.7,61.1,28343255552,12732383232,23054164,365887083
1.3,61.1,28343255552,12732866560,23054226,365887083
4.1,61.1,28343255552,12733050880,23054226,365887083
1.9,61.1,28343255552,12733415424,23054635,365887535
6.0,61.1,28343255552,12733485056,23054635,365887535
1.0,61.1,28343255552,12734029824,23054690,365887601
1.4,61.1,28343255552,12734210048,23054857,365887675
3.4,61.1,28343255552,12734443520,23055069,365887675
1.7,61.1,28343304704,12735827968,23055629,365887776
2.0,61.1,28343304704,12736114688,23055943,365887850
1.7,61.1,28343304704,12736262144,23056114,365887970
0.7,61.1,28343304704,12736495616,23056296,365888202
2.0,61.1,28343304704,12736634880,23056296,365888202
1.3,61.1,28343304704,12736954368,23056358,365888202
1.7,61.1,28343304704,12737220608,23056463,365888276
8.4,61.1,28343304704,12737404928,23056654,365888443
11.6,61.1,28345320448,12743115264,23056654,365888443
15.2,61.0,28351807488,12743135744,23056872,365888663
7.5,61.1,28363952128,12743307776,23057008,365888841
11.6,61.3,28367294464,12744811008,23057230,365889216
44.3,61.4,28372369408,12757271040,23063678,365894899
25.9,61.2,28373426176,12765295104,23093786,365942560
5.1,61.2,28374208512,12789600768,23098311,365954081
3.5,61.2,28374224896,12792168960,23098529,365954182
3.5,61.2,28374224896,12792488448,23098631,365954256
9.8,61.1,28374257664,12793881088,23102729,365965032
6.1,61.1,28374257664,12796215808,23103655,365968716
8.8,61.2,28374646784,12799074816,23113488,365996959
1.9,61.1,28375773184,12824785408,23116148,366005719
1.0,61.1,28375773184,12825805312,23116253,366005793
5.9,61.1,28375773184,12826116608,23117792,366006329
5.7,61.3,28375793664,12827021824,23135043,366070554
3.2,61.4,28376038912,12827877888,23143521,366080100
2.2,61.2,28376161792,12828586496,23144315,366081353
2.6,61.2,28376161792,12829315584,23145011,366082337
0.9,61.2,28376161792,12829762048,23145494,366082697
2.1,61.1,28376161792,12830122496,23145494,366082697
1.3,61.1,28376178176,12830499328,23145661,366082771
1.8,61.1,28376178176,12830634496,23145735,366082872
1.8,61.1,28376178176,12830773760,23145837,366082946
2.0,61.1,28376178176,12830839296,23146008,366083066
1.3,61.1,28376178176,12831216128,23146082,366083244
1.6,61.1,28376243712,12831347200,23146648,366083931
1.8,61.1,28376243712,12831638016,23147924,366085850
1.7,61.1,28376243712,12831769088,23148390,366086497
2.2,61.1,28376296960,12832956928,23153547,366095986
3.2,60.9,28376296960,12833161728,23153987,366096414
1.2,60.9,28376313344,12833759744,23154329,366096632
2.3,60.8,28376313344,12833907200,23154329,366096632
2.5,60.8,28376313344,12834001408,23154403,366096810
6.0,60.8,28376313344,12834460160,23154520,366096876
9.3,60.8,28378673152,12840424448,23154742,366097107
10.5,60.8,28384448512,12840428544,23154909,366097181
5.4,60.9,28400332800,12840883200,23154983,366097282
62.4,61.5,28400839680,12845593600,23160786,366101836
20.6,61.3,28406476800,12872827904,23216358,366165075
41.1,62.0,28407296000,12884640768,23275925,366225997
43.2,62.2,28409481216,12891301376,23318083,366283229
21.7,62.5,28414006272,12893349376,23355982,366349570
20.0,62.4,28414047232,12894696960,23371294,366408947
13.5,62.3,28414047232,12895094272,23382289,366458541
19.8,62.0,28414112768,12895327744,23401838,366511785
27.5,62.0,28414190592,12895958528,23419110,366560513
21.4,62.1,28414256128,12896228864,23467490,366604729
15.1,62.1,28414313472,12897261056,23474753,366653073
16.9,62.0,28414313472,12897506816,23481898,366705181
13.5,62.1,28414313472,12897707520,23498198,366751254
26.5,62.3,28414357504,12898694656,23504562,366805694
13.3,62.3,28414508032,12919539200,23531269,366866474
13.9,62.2,28414508544,12921718784,23545723,366917685
28.2,62.1,28414508544,12922324992,23582605,366984129
41.8,62.2,28414541312,12925143040,23589968,367041140
13.2,62.1,28415831552,12947625984,23599023,367103022
11.1,62.0,28416077312,12948158464,23605345,367158431
16.2,62.0,28416142848,12948871168,23623505,367224136
13.6,62.0,28416208384,12949178368,23644162,367272571
16.7,62.0,28416241152,12949460992,23652579,367329804
10.5,62.0,28416241152,12949526528,23662830,367383873
13.7,62.2,28416241152,12949637120,23679569,367433529
13.6,62.1,28416247808,12950644736,23692037,367487854
14.6,62.1,28416260096,12951115776,23697696,367540265
17.4,62.1,28416440320,12951918592,23713346,367603358
17.1,62.0,28416440320,12952242176,23723714,367658637
17.4,62.0,28416567296,12952995840,23737310,367729096
15.2,61.8,28416600064,12953950208,23743269,367802841
16.3,61.7,28416608256,12954175488,23750563,367884502
21.0,61.3,28416608256,12955400192,23758087,367954403
11.6,61.3,28416608256,12956198912,23764612,368027330
20.7,61.6,28416612352,12956456960,23770902,368106609
18.3,61.6,28416625152,12956887040,23783201,368173730
10.2,61.6,28416629248,12957104128,23803434,368237123
9.5,61.8,28416629248,12957136896,23807336,368296101
9.4,61.8,28416629248,12957300736,23812544,368346613
15.0,61.6,28416629248,12957390848,23816571,368414770
14.5,61.6,28416629248,12957427712,23820081,368482554
6.9,61.6,28416629248,12957435904,23824382,368552643
11.3,61.6,28416662016,12957542400,23828971,368626767
12.4,61.6,28416662016,12957546496,23833303,368686509
15.1,61.6,28416662016,12957620224,23846784,368752157
15.3,61.6,28416776704,12957939712,23851033,368823395
8.4,61.5,28416776704,12957988864,23863647,368900710
13.4,61.5,28416776704,12958328832,23868639,368995237
13.1,61.5,28416776704,12958382080,23873440,369093609
18.4,61.3,28416776704,12958394368,23879124,369184589
12.7,61.3,28416776704,12958611456,23883956,369263715
11.0,61.3,28416776704,12958701568,23888468,369337824
11.5,61.4,28416793088,12958857216,23893486,369432313
14.3,61.4,28416793088,12958894080,23899642,369499698
13.9,61.4,28416793088,12958898176,23904351,369571513
9.2,61.3,28416793088,12958910464,23909086,369633873
11.4,61.2,28416838144,12958951424,23913625,369692187
19.4,61.2,28417073664,12958984192,23917827,369764972
13.6,61.2,28417073664,12958992384,23921955,369820962
15.0,61.6,28417106432,12959062016,23934964,369879707
13.3,61.5,28417106432,12960720896,23939552,369957293
10.4,61.3,28417106432,12960761856,23944760,370030187
13.4,61.3,28417106432,12960839680,23948848,370096166
13.6,61.3,28417106432,12960860160,23953088,370162146
13.2,61.4,28417106432,12960966656,23967432,370215489
12.4,61.3,28417106432,12961036288,23974178,370271830
10.0,61.3,28417106432,12961052672,23980789,370316613
14.9,61.3,28417106432,12961404928,23986575,370370895
20.4,61.4,28417458688,12961576960,23990648,370407765
13.0,61.3,28417491456,12970563584,23998552,370434873
7.4,61.2,28417491456,12970612736,24003598,370482539
12.8,61.2,28417491456,12970702848,24007867,370529372
24.6,60.0,28417524224,12970993664,24018773,370587540
9.5,60.0,28417536512,12971112448,24026962,370672066
15.2,60.2,28417536512,12971194368,24034553,370763929
20.3,60.2,28417536512,12971563008,24043230,370877388
32.6,62.1,28417536512,12971829248,24054909,370983935
29.1,63.0,28417552896,12973246464,24068775,371105079
10.6,63.2,28417618432,12981192704,24091226,371200967
6.0,62.9,28418355712,13005232128,24097345,371278520
25.0,62.5,28418355712,13005473792,24108301,371394034
14.3,62.8,28418355712,13005912064,24118890,371507200
17.7,62.3,28418650624,13006968832,24129059,371629298
8.1,62.3,28418650624,13007427584,24136192,371725563
9.7,62.1,28418650624,13007624192,24148201,371811866
11.8,60.8,28418650624,13007984640,24169466,371872945
12.1,60.8,28418650624,13008144384,24175045,371969982
20.3,60.9,28418650624,13008361472,24184127,372067015
11.2,60.9,28418650624,13008701440,24191651,372153153
14.8,60.9,28418650624,13009336320,24206653,372224687
9.5,60.8,28418650624,13009618944,24214731,372284774
28.8,60.9,28418650624,13009836032,24223170,372474259
16.9,60.8,28418650624,13010094080,24250564,373174004
12.9,60.8,28418650624,13012961280,24291265,374842747
16.6,60.9,28418667008,13015767040,24358810,377706201
15.4,60.8,28420436480,13024303104,24393284,379173092
14.3,60.6,28421206528,13026220032,24442235,381416525
8.9,60.6,28422894080,13032253440,24464390,382297250
14.7,60.6,28423287296,13033273344,24486390,383125842
18.8,60.6,28424712704,13037602816,24552350,385955306
24.8,60.5,28426252800,13042042880,24627524,390724306
13.9,60.5,28427629056,13053188096,24692833,394528758
18.1,60.5,28428890624,13057677312,24752936,398039476
24.8,60.6,28436509184,13081081856,24851901,404870151
19.1,60.8,28440392192,13106071552,24929092,409887568
17.8,60.7,28440392192,13113231360,25009799,416625382
27.4,61.0,28440736256,13119797248,25096589,427651732
14.2,61.0,28453925376,13148854272,25212072,438222899
16.2,60.8,28457382400,13156091904,25278505,444305743
18.5,61.0,28457382400,13166938112,25371811,452539435
11.3,61.0,28457382400,13168289792,25408497,454068091
10.1,61.0,28457382400,13168908288,25442358,454700422
9.0,61.0,28457382400,13168920576,25468442,455147588
16.4,60.8,28457382400,13169297408,25503259,455722190
21.6,60.7,28457513472,13175158784,25565917,459252402
17.3,60.9,28459643392,13202126848,25616089,462362752
14.0,60.9,28459659776,13210884096,25652440,463400339
16.9,61.0,28459659776,13212874752,25679514,465170577
14.8,61.0,28459659776,13214615552,25724231,467338614
26.9,61.0,28459659776,13217757184,25768677,469695325
13.4,60.9,28459725312,13233399808,25811207,471715039
13.0,61.0,28459725312,13236815872,25853504,474351324
14.4,60.8,28459725312,13237037056,25867163,474382906
13.7,60.8,28459725312,13237315584,25878876,474418770
13.8,60.7,28459725312,13237381120,25890670,474443668
13.4,60.7,28459725312,13237553152,25895309,474469712
12.2,60.7,28459725312,13252700160,25938789,475868240
16.8,60.7,28459725312,13254834176,25968849,477299948
17.3,60.6,28459725312,13256124416,26002945,479222480
20.9,60.8,28459725312,13259663360,26077036,482992301
18.9,60.5,28459790848,13275744256,26152303,488340494
29.4,60.5,28459790848,13282977792,26231545,497397956
35.8,60.4,28459790848,13295503360,26324373,506675161
21.0,60.2,28459790848,13301512192,26434163,517305761
18.9,60.3,28459840000,13314918400,26539452,529625752
15.6,60.6,28459856384,13323507712,26628435,535445141
21.9,60.7,28459856384,13328336896,26687528,539864922
5.9,60.5,28459856384,13333391360,26765760,549471930
12.2,60.5,28459889152,13339154432,26838467,553844072
18.4,60.3,28459889152,13344925696,26915442,561404667
4.6,60.2,28459905536,13355636736,27005358,570121758
6.8,60.2,28459938304,13361428480,27121996,583448091
12.6,59.7,28459954688,13375256576,27212065,590680789
14.0,59.7,28460675584,13388314624,27276397,600780058
24.3,59.9,28460675584,13388380160,27276452,600780124
33.0,61.2,28460675584,13388560384,27276452,600780124
26.3,61.4,28468108288,13392992256,27310395,600870743
20.9,61.5,28474637312,13399238656,27408852,600892259
43.9,61.6,28488947712,13450033152,27414437,600910359
27.0,61.4,28488964096,13465282560,27439393,601185095
26.7,61.3,28489029632,13494806528,27454388,601186347
29.4,61.3,28489029632,13496776704,27465726,601472634
20.8,61.4,28489029632,13502814208,27475834,601474018
31.8,61.4,28489095168,13510404096,27476114,601474238
23.1,61.4,28489127936,13519955968,27487806,601512409
17.1,61.6,28489289728,13527656448,27489348,601532054
16.5,61.7,28489404416,13541582848,27491058,601541522
20.9,61.9,28490600448,13550499840,27503972,601544177
34.9,62.0,28491321344,13567571968,27506221,601547220
31.0,62.0,28492845056,13579503616,27509355,601567178
32.3,62.0,28493303808,13601687552,27511005,601579413
16.5,62.0,28493467648,13612685312,27520699,601591434
19.4,62.0,28501766144,13641492480,27521688,601599729
28.2,61.8,28504997888,13664958464,27535935,601622212
30.2,61.7,28505157632,13688354816,27538378,601649534
35.4,61.7,28505579520,13703452672,27548491,601660211
27.7,61.7,28506202112,13728708608,27550243,601682468
29.9,61.7,28506763264,13738383360,27551668,601701848
36.6,61.6,28507258880,13760784384,27566796,601723473
14.4,61.9,28507500544,13781207040,27569474,601753743
20.5,62.0,28508164096,13801494528,27573843,601797827
18.4,62.0,28509966336,13813528576,27576589,601827956
19.9,62.1,28510973952,13836806144,27578636,601855088
42.0,61.8,28511383552,13847816192,27581264,601892615
28.5,61.8,28512206848,13878642688,27583311,601922418
20.5,61.8,28512378880,13889832960,27585989,601956371
24.9,61.9,28512817152,13910091776,27588306,601988737
31.2,61.8,28514623488,13930854400,27589945,602012080
29.6,61.8,28517126144,13957769216,27592256,602036628
28.7,61.7,28517457920,13969758208,27594775,602067816
28.3,62.4,28518121472,14004713472,27596275,602089868
49.4,62.7,28518400000,14019147776,27598904,602125167
23.2,62.8,28518932480,14043928576,27622031,602159466
24.5,62.5,28519378944,14051440640,27633349,602192600
18.5,62.5,28519931904,14071736320,27638661,602224183
24.7,62.4,28520497152,14083549184,27641793,602264852
19.7,62.4,28524064768,14106105856,27645259,602309450
27.0,61.6,28525633536,14121121792,27661710,602372304
24.8,61.5,28526485504,14150408192,27668845,602444971
13.8,61.7,28526948352,14156957696,27674221,602526653
17.3,61.7,28527079424,14173661184,27678873,602595215
17.9,61.7,28528427008,14182926336,27684103,602679747
16.0,61.8,28528820224,14199117824,27689547,602755652
19.4,61.9,28531097600,14215698432,27695141,602845406
5.9,62.2,28531884032,14232373248,27699851,602931970
47.0,63.4,28533604352,14244395008,27704461,602995320
33.0,63.1,28535341056,14264850432,27708409,603051304
22.3,63.0,28535521280,14276872192,27719573,603098176
23.7,62.8,28535783424,14318536704,27727202,603200244
18.2,62.4,28535906304,14329112576,27732978,603327037
28.1,62.4,28536397824,14351157248,27744915,603396439
25.7,62.5,28536397824,14361675776,27827392,603474706
20.6,62.5,28536496128,14383994880,27857611,603604650
28.4,62.6,28565106688,14396495872,27869543,603763214
21.6,62.4,28577581568,14419068928,27878632,603922817
23.0,62.4,28582064640,14428805120,27885960,604047952
22.7,62.5,28584514048,14447106048,27894297,604129690
34.9,62.8,28587758080,14455822336,27901349,604280011
36.5,63.1,28599350272,14472214528,27908356,604461017
23.2,62.9,28601332736,14486927360,27927612,604628404
30.5,63.2,28601332736,14500714496,27942092,604785559
23.5,63.2,28601693184,14514292736,27959998,604981857
